Wall time,Step,Value
1574810854.8262355,167,0.37031251192092896
1574810860.1396182,474,0.4911458194255829
1574810861.2921572,536,0.47343748807907104
1574810861.8063383,586,0.4817708432674408
1574810891.6678925,2307,0.5859375
1574810894.664242,2486,0.5822916626930237
1574810932.0213482,4492,0.6130208373069763
1574810943.9421947,5134,0.59375
1574810972.9346867,6711,0.6041666865348816
1574810985.7929933,7463,0.6161458492279053
1574811019.0428581,9260,0.6244791746139526
1574811022.9516096,9468,0.6260416507720947
1574811049.952915,10905,0.606249988079071
1574811050.5943289,10966,0.6421874761581421
1574811069.8005278,11969,0.6161458492279053
1574811110.701907,14294,0.620312511920929
1574811119.601247,14779,0.6187499761581421
1574811145.2395518,16116,0.6119791865348816
1574811208.7822633,19640,0.635937511920929
1574811216.6881127,20062,0.6333333253860474
1574811226.043012,20539,0.6213541626930237
1574811226.6355302,20578,0.625
1574811232.327342,20855,0.6348958611488342
1574811241.7631447,21319,0.6286458373069763
1574811261.2638607,22330,0.6322916746139526
1574811288.5319788,23701,0.6260416507720947
1574811296.8676734,24147,0.6333333253860474
1574811300.510818,24322,0.6244791746139526
1574811308.3144376,24727,0.651562511920929
1574811318.350011,25253,0.6312500238418579
1574811404.146542,29829,0.629687488079071
1574811419.4133008,30612,0.6291666626930237
1574811421.2541897,30706,0.645312488079071
1574811444.8633962,31936,0.6187499761581421
1574811454.4793794,32435,0.6526041626930237
1574811468.6664593,33181,0.6380208134651184
1574811479.8151958,33749,0.6479166746139526
1574811480.3187327,33785,0.6401041746139526
1574811481.58504,33839,0.6322916746139526
1574811494.8505747,34525,0.6255208253860474
1574811522.2827253,35953,0.6265624761581421
1574811534.1799805,36629,0.6151041388511658
1574811534.5215108,36659,0.6390625238418579
1574811553.0724792,37764,0.625
1574811555.219423,37876,0.6312500238418579
1574811569.5378091,38720,0.6458333134651184
1574811571.552426,38840,0.604687511920929
1574811613.233013,41271,0.6427083611488342
1574811655.2399435,43639,0.6442708373069763
1574811661.3888826,43993,0.6578124761581421
1574811664.753628,44200,0.6260416507720947
1574811686.309212,45372,0.6328125
1574811703.4655194,46334,0.6546875238418579
1574811704.8352175,46413,0.6348958611488342
1574811725.9975238,47744,0.643750011920929
1574811733.2544856,48181,0.6468750238418579
1574811817.4560242,52906,0.6307291388511658
1574811835.1127517,53862,0.6364583373069763
1574811884.743075,56521,0.6364583373069763
1574811923.847481,58746,0.6343749761581421
1574811950.469819,60179,0.640625
1574811956.0792642,60475,0.6328125
1574811987.392183,62139,0.6312500238418579
1574812016.696932,63671,0.6182291507720947
1574812033.3757331,64521,0.6499999761581421
1574812054.7206395,65643,0.6411458253860474
1574812074.9401777,66787,0.6328125
1574812078.9640112,67021,0.6364583373069763
1574812085.484881,67440,0.6473958492279053
1574812115.8259149,69185,0.6223958134651184
1574812138.939541,70656,0.6499999761581421
1574812152.054801,71428,0.6317708492279053
1574812161.0945818,71906,0.6380208134651184
1574812161.6791399,71957,0.6317708492279053
1574812162.840203,72012,0.6473958492279053
1574812181.0699632,73009,0.659375011920929
1574812273.8054924,78208,0.6447916626930237
1574812286.9039576,78920,0.6572916507720947
1574812313.1568809,80390,0.640625
1574812317.6504312,80613,0.6302083134651184
1574812390.5238874,84601,0.651562511920929
1574812399.1907074,85089,0.6489583253860474
1574812431.1524796,86780,0.6567708253860474
1574812432.7932472,86865,0.6510416865348816
1574812435.5163803,87008,0.6395833492279053
1574812442.424536,87393,0.6286458373069763
1574812455.478664,88137,0.6505208611488342
1574812464.4347389,88674,0.637499988079071
1574812476.3263397,89347,0.65625
1574812476.5063882,89363,0.6536458134651184
1574812487.3049276,89973,0.6322916746139526
1574812491.6573708,90237,0.6286458373069763
1574812515.9630384,91647,0.6333333253860474
1574812524.442646,92120,0.6421874761581421
1574812549.833571,93471,0.6541666388511658
1574812557.8208923,93901,0.625
1574812582.486097,95377,0.628125011920929
1574812584.204485,95480,0.6645833253860474
1574812598.5723236,96301,0.6567708253860474
1574812636.3864334,98474,0.6572916507720947
1574812658.9053273,99884,0.6552083492279053
1574812674.895896,100858,0.660937488079071
1574812684.2213814,101335,0.6177083253860474
1574812695.8512332,101943,0.6567708253860474
1574812715.8536372,103001,0.6416666507720947
1574812739.5304873,104334,0.6380208134651184
1574812749.281411,104896,0.6401041746139526
1574812750.1335626,104924,0.6572916507720947
1574812764.5830975,105774,0.6348958611488342
1574812797.4704058,107837,0.6546875238418579
1574812809.0859928,108586,0.628125011920929
1574812854.4852068,111323,0.6541666388511658
1574812860.2440586,111698,0.6458333134651184
1574812880.801599,112902,0.6703125238418579
1574812915.3132458,115096,0.6567708253860474
1574812922.5871212,115518,0.637499988079071
1574812942.7963984,116711,0.6473958492279053
1574812948.8051126,117047,0.6135416626930237
1574812959.8407884,117635,0.6395833492279053
1574812969.9859867,118190,0.6651041507720947
1574813024.4848607,121192,0.6322916746139526
1574813027.3415673,121332,0.6546875238418579
1574813028.8109257,121403,0.6364583373069763
1574813036.7903922,121835,0.6598958373069763
1574813043.8471,122205,0.6447916626930237
1574813051.9532137,122634,0.6463541388511658
1574813101.7308903,125290,0.6541666388511658
1574813185.3642695,130071,0.6489583253860474
1574813213.619324,131680,0.6385416388511658
1574813216.8815422,131876,0.6322916746139526
1574813257.3119898,134376,0.6427083611488342
1574813257.477607,134389,0.6489583253860474
1574813259.106236,134474,0.651562511920929
1574813266.2229798,134877,0.6432291865348816
1574813279.258314,135615,0.6880208253860474
1574813296.8954108,136673,0.6239583492279053
1574813296.9545162,136678,0.6578124761581421
1574813303.3853967,137055,0.6312500238418579
1574813347.05464,139403,0.6432291865348816
1574813347.5291414,139449,0.643750011920929
1574813356.9936156,139975,0.6536458134651184
1574813358.6097887,140055,0.6427083611488342
1574813370.8897405,140750,0.6505208611488342
1574813374.3794782,140989,0.6468750238418579
1574813378.8230698,141222,0.6489583253860474
1574813407.117939,142892,0.6588541865348816
1574813430.893091,144226,0.6666666865348816
1574813431.720502,144285,0.6317708492279053
1574813467.8080237,146312,0.6307291388511658
1574813474.347297,146696,0.6401041746139526
1574813487.8762372,147491,0.645312488079071
1574813506.5477195,148673,0.6468750238418579
1574813544.6540058,150758,0.6348958611488342
1574813546.6221676,150863,0.6484375
1574813549.6350403,151042,0.6411458253860474
1574813554.0047998,151276,0.6557291746139526
1574813581.0800974,152766,0.6479166746139526
1574813625.5570679,155189,0.6369791626930237
1574813651.8515134,156652,0.6645833253860474
1574813659.8436308,157130,0.6656249761581421
1574813667.625725,157623,0.6796875
1574813710.0785031,160252,0.6401041746139526
1574813750.9163482,162789,0.6442708373069763
1574813759.088845,163296,0.6635416746139526
1574813783.3351595,164622,0.6505208611488342
1574813798.5535138,165463,0.6604166626930237
1574813800.5628507,165597,0.6520833373069763
1574813803.7603755,165800,0.6692708134651184
1574813829.9548464,167234,0.6598958373069763
1574813832.327767,167396,0.653124988079071
1574813836.579554,167644,0.6255208253860474
1574813867.5210986,169323,0.651562511920929
1574813878.8845313,169963,0.6463541388511658
1574813883.000886,170188,0.6661458611488342
1574813910.191056,171659,0.6552083492279053
1574813910.3501403,171669,0.6510416865348816
1574813934.928495,172972,0.6583333611488342
1574813936.954778,173093,0.6479166746139526
1574813945.1002557,173556,0.659375011920929
1574813965.333597,174647,0.643750011920929
1574814019.284214,177777,0.6567708253860474
1574814025.7617872,178192,0.6390625238418579
1574814034.0450578,178661,0.6604166626930237
1574814034.973383,178701,0.6572916507720947
1574814042.9528086,179196,0.6411458253860474
1574814061.7458014,180315,0.6572916507720947
1574814073.042056,181049,0.6510416865348816
1574814074.1861317,181108,0.6484375
1574814090.1231954,182087,0.653124988079071
1574814107.0142899,182949,0.6380208134651184
1574814113.0573227,183271,0.6526041626930237
1574814119.1162238,183598,0.6520833373069763
1574814145.8018913,185058,0.6588541865348816
1574814167.0427737,186232,0.6552083492279053
1574814180.6577263,187090,0.6567708253860474
1574814181.7648523,187140,0.6640625
1574814194.556801,187943,0.6697916388511658
1574814219.8272696,189322,0.6484375
1574814238.1068902,190338,0.6697916388511658
1574814271.1760228,192215,0.6385416388511658
1574814325.4946225,195297,0.6302083134651184
1574814327.3486574,195400,0.6541666388511658
1574814331.550489,195619,0.6619791388511658
1574814350.892185,196726,0.6520833373069763
1574814388.282022,198851,0.6656249761581421
1574814395.9979055,199287,0.660937488079071
1574814412.5533307,200211,0.6463541388511658
1574814433.2823043,201401,0.6604166626930237
1574814442.5612922,201920,0.6557291746139526
1574814517.0853486,206110,0.6526041626930237
1574814533.266577,207050,0.6380208134651184
1574814543.3484588,207609,0.6432291865348816
1574814563.228467,208748,0.653124988079071
1574814566.4585822,208934,0.6703125238418579
1574814585.3003263,209988,0.6557291746139526
1574814588.8048124,210191,0.6416666507720947
1574814640.0799286,213099,0.671875
1574814653.976489,213867,0.6588541865348816
1574814679.1004062,215330,0.6520833373069763
1574814689.7045949,215953,0.6682291626930237
1574814691.0151029,216023,0.6468750238418579
1574814691.329383,216052,0.6348958611488342
1574814723.5737562,217867,0.6401041746139526
1574814756.0331662,219514,0.651562511920929
1574814762.6573675,219861,0.6447916626930237
1574814770.639412,220265,0.6395833492279053
1574814790.9865777,221270,0.6630208492279053
1574814836.3399475,223537,0.6442708373069763
1574814862.2266593,224845,0.6567708253860474
1574814889.6935856,226247,0.6526041626930237
1574814891.6993458,226345,0.6692708134651184
1574814891.8863761,226357,0.675000011920929
1574814912.7999473,227411,0.6604166626930237
1574814927.4952443,228171,0.6776041388511658
1574814935.6352773,228583,0.6526041626930237
1574814935.6798217,228586,0.65625
1574814949.8173742,229290,0.645312488079071
1574814984.5866485,231023,0.6744791865348816
1574815005.0827885,232060,0.640625
1574815039.9125948,233809,0.6473958492279053
1574815061.6284072,234917,0.6552083492279053
1574815067.6166763,235215,0.6499999761581421
1574815122.063027,238047,0.6463541388511658
1574815133.5134463,238615,0.671875
1574815147.6497006,239338,0.6364583373069763
1574815162.2036607,240094,0.6713541746139526
1574815189.9518666,241531,0.6244791746139526
1574815191.7904153,241629,0.6229166388511658
1574815200.1021044,242064,0.6614583134651184
1574815205.3235006,242341,0.653124988079071
1574815253.9961085,244900,0.6614583134651184
1574815276.8465505,246050,0.6494791507720947
1574815306.0770998,247507,0.6520833373069763
1574815334.2436278,248960,0.6812499761581421
1574815348.235874,249676,0.6526041626930237
1574815355.3699079,250024,0.6588541865348816
1574815372.0026023,250869,0.6744791865348816
1574815380.9222205,251319,0.6401041746139526
1574815388.7679534,251796,0.6578124761581421
1574815394.2363648,252066,0.668749988079071
1574815420.4539056,253439,0.6682291626930237
1574815439.134581,254422,0.6499999761581421
1574815442.6545565,254601,0.6598958373069763
1574815485.7959611,256945,0.643750011920929
1574815509.6902015,258207,0.6458333134651184
1574815511.9946532,258350,0.6557291746139526
1574815525.8782814,259111,0.6625000238418579
1574815561.4539213,260953,0.6682291626930237
1574815592.6065292,262512,0.6270833611488342
1574815593.824924,262598,0.6390625238418579
1574815599.2911875,262853,0.6473958492279053
1574815619.8710215,263947,0.6479166746139526
1574815624.7116063,264212,0.6583333611488342
1574815637.7345395,264960,0.6645833253860474
1574815643.1836493,265272,0.6463541388511658
1574815649.36441,265601,0.6427083611488342
1574815650.7158318,265694,0.6635416746139526
1574815694.2761977,267897,0.6656249761581421
1574815708.8658748,268687,0.6484375
1574815746.1676168,270593,0.6625000238418579
1574815751.7878075,270861,0.6588541865348816
1574815755.6484065,271052,0.659375011920929
1574815775.5686376,272073,0.6505208611488342
1574815781.1354594,272344,0.6682291626930237
1574815789.199862,272751,0.6312500238418579
1574815792.8288832,272938,0.6546875238418579
1574815841.4729178,275402,0.651562511920929
1574815843.8068285,275526,0.6588541865348816
1574815881.9083605,277439,0.6484375
1574815909.9059975,278879,0.6536458134651184
1574815912.9944913,279048,0.6536458134651184
1574815920.9927373,279481,0.6442708373069763
1574815949.4405322,280904,0.6734374761581421
1574815956.4500306,281277,0.65625
1574815984.3833237,282650,0.651562511920929
1574816004.9987404,283706,0.6572916507720947
1574816017.0909622,284303,0.6484375
1574816027.311199,284886,0.6510416865348816
1574816040.0265312,285537,0.640625
1574816071.0695212,287143,0.6578124761581421
1574816100.5576737,288760,0.6723958253860474
1574816112.0586913,289364,0.6380208134651184
1574816140.8642237,290816,0.6505208611488342
1574816200.000861,293826,0.675000011920929
1574816203.6981533,294001,0.6572916507720947
1574816231.0829878,295408,0.6567708253860474
1574816233.8971045,295573,0.659375011920929
1574816259.053565,296881,0.6541666388511658
1574816287.3748717,298351,0.668749988079071
1574816302.0443091,299168,0.6552083492279053
1574816307.7691357,299485,0.6822916865348816
1574816334.3638499,300833,0.6526041626930237
1574816354.217435,301829,0.6578124761581421
1574816366.502401,302431,0.6541666388511658
1574816367.2373965,302494,0.6385416388511658
1574816397.982633,304023,0.659375011920929
1574816482.7831018,308411,0.6645833253860474
1574816490.3232625,308855,0.6468750238418579
1574816493.1921415,309009,0.6499999761581421
1574816506.3387957,309747,0.6572916507720947
1574816509.3454535,309916,0.6656249761581421
1574816509.7009656,309944,0.6651041507720947
1574816542.530946,311639,0.643750011920929
1574816564.5327606,312755,0.6463541388511658
1574816593.7974966,314291,0.651562511920929
1574816611.4557915,315169,0.6640625
1574816667.372894,318006,0.6343749761581421
1574816676.045881,318409,0.6598958373069763
1574816683.9553807,318828,0.6473958492279053
1574816689.6332896,319111,0.667187511920929
1574816695.7943778,319435,0.6583333611488342
1574816705.7530832,319941,0.6697916388511658
1574816711.5413775,320282,0.6645833253860474
1574816722.3888595,320858,0.6677083373069763
1574816732.1099548,321383,0.6499999761581421
1574816751.5899444,322388,0.6619791388511658
1574816764.645391,323049,0.660937488079071
1574816789.3239734,324304,0.6583333611488342
1574816795.917397,324689,0.651562511920929
1574816803.5511072,325062,0.6244791746139526
1574816881.1938553,329050,0.6541666388511658
1574816898.7153409,330047,0.6588541865348816
1574816904.410794,330331,0.6588541865348816
1574816916.8830776,330969,0.6364583373069763
1574816930.3257985,331638,0.6859375238418579
1574816936.223692,331949,0.671875
1574816936.6581416,331976,0.6510416865348816
1574816961.6158102,333257,0.6713541746139526
1574816984.5907888,334448,0.6572916507720947
1574816985.0274048,334477,0.659375011920929
1574817022.3646038,336392,0.653124988079071
1574817029.0093243,336724,0.6645833253860474
1574817064.248051,338708,0.653124988079071
1574817064.6651824,338736,0.643750011920929
1574817067.284495,338890,0.6505208611488342
1574817124.42183,341761,0.6677083373069763
1574817149.8688703,343065,0.6578124761581421
1574817178.9102633,344503,0.6567708253860474
1574817179.3470542,344533,0.6682291626930237
1574817182.9053051,344721,0.651562511920929
1574817193.1780624,345279,0.6859375238418579
1574817227.8582537,347111,0.6494791507720947
1574817248.1569257,348184,0.6526041626930237
1574817271.245958,349354,0.6479166746139526
1574817333.9531612,352628,0.6385416388511658
1574817334.0148737,352633,0.6364583373069763
1574817344.5330565,353205,0.653124988079071
1574817431.9753852,358083,0.667187511920929
1574817433.4327974,358162,0.6489583253860474
